IssueID,LPO_Number,ItemCode,IssueDate,IssuedTo,IssuedToID,IssuedBy,IssuedQuantity,UnitCost,TotalCost,IssueType,TransportMode,DeliveryStatus,WaybillNo,Remarks,Department,RequestID,BatchNo,ExpiryDate,StorageCondition,QualityCheck,IssuedFromWarehouse
ISS-001015,LPO-005943,MED-ISS-6158,2025-08-20,Pharmacy,REC-7283,Jessica Lester,7,72.91,510.37,Return,Road,Pending,WB-94846,Urgent,Surgery,REQ-4513,BATCH-82506,2026-02-04,Cold Chain,Pending,Satellite Store
ISS-001016,LPO-006049,MED-ISS-7866,2025-05-18,NGO,REC-1631,Sherry Wilson,41,442.91,18159.31,Donation,Courier,Partially Delivered,WB-91867,Fragile,Laboratory,REQ-6491,BATCH-18737,2025-08-10,Cold Chain,Conditional,Main Warehouse
ISS-001017,LPO-004704,MED-ISS-7483,2025-09-07,Government Agency,REC-7618,Cody Morton,44,8.49,373.56,Return,Road,Pending,WB-48275,Temperature Sensitive,ER,REQ-1904,BATCH-94754,2025-11-06,Frozen,Conditional,Cold Storage
ISS-001018,LPO-005693,MED-ISS-2595,2025-07-30,Clinic,REC-4271,Mark Miller,92,93.92,8640.64,Emergency,Air,In Transit,WB-88642,,OPD,REQ-1887,BATCH-94615,2025-10-04,Room Temperature,Pending,Satellite Store
ISS-001019,LPO-005391,MED-ISS-4285,2025-02-16,Government Agency,REC-5515,Carl Harmon,72,66.04,4754.88,Regular,Air,Partially Delivered,WB-27925,Temperature Sensitive,Pediatrics,REQ-3867,BATCH-40255,2026-02-05,Frozen,Pending,Main Warehouse
ISS-001020,LPO-005805,MED-ISS-2833,2025-09-22,NGO,REC-6012,Michelle Porter,77,402.5,30992.5,Return,Courier,Delivered,WB-79735,Controlled Substance,ER,REQ-8331,BATCH-28533,2026-04-04,Room Temperature,Passed,Cold Storage
ISS-001021,LPO-003101,MED-ISS-8173,2025-08-17,Government Agency,REC-6280,Kristen Prince,82,230.2,18876.4,Donation,Courier,In Transit,WB-14603,Temperature Sensitive,Maternity,REQ-3649,BATCH-68155,2026-02-26,Cold Chain,Pending,Cold Storage
ISS-001022,LPO-002617,MED-ISS-1128,2025-08-27,Hospital,REC-7330,Elizabeth Vasquez DDS,21,35.81,752.01,Emergency,Courier,Delivered,WB-73653,,ICU,REQ-6584,BATCH-70195,2026-05-10,Refrigerated,Conditional,Dispatch Center
ISS-001023,LPO-002679,MED-ISS-3805,2025-09-04,Pharmacy,REC-9451,Jack Douglas,91,72.71,6616.61,Loan,Air,Delivered,WB-71167,Fragile,Pediatrics,REQ-9765,BATCH-76821,2026-08-04,Frozen,Conditional,Cold Storage
ISS-001024,LPO-002698,MED-ISS-3067,2025-02-25,Government Agency,REC-9208,Steven Flores,78,376.82,29391.96,Return,Air,Delivered,WB-55156,Urgent,Laboratory,REQ-2174,BATCH-84346,2025-08-14,Room Temperature,Passed,Dispatch Center
ISS-001025,LPO-003263,MED-ISS-4930,2024-12-28,Hospital,REC-5895,Holly Jones,8,456.05,3648.4,Emergency,Road,Pending,WB-40337,Controlled Substance,Pediatrics,REQ-7371,BATCH-35894,2025-12-28,Room Temperature,Passed,Dispatch Center
ISS-001026,LPO-005738,MED-ISS-2132,2025-10-08,Hospital,REC-3065,Teresa Johnson,85,38.06,3235.1,Loan,Courier,Pending,WB-72880,Controlled Substance,Maternity,REQ-8544,BATCH-97013,2026-05-03,Room Temperature,Conditional,Dispatch Center
ISS-001027,LPO-005385,MED-ISS-5143,2025-06-28,Hospital,REC-5268,Ryan Roberts,75,83.01,6225.75,Return,Air,Pending,WB-64259,,OPD,REQ-6794,BATCH-34506,2026-06-20,Refrigerated,Failed,Dispatch Center
ISS-001028,LPO-005963,MED-ISS-4704,2025-08-29,Hospital,REC-1194,Jerry Davis,85,135.91,11552.35,Emergency,Sea,In Transit,WB-87527,Temperature Sensitive,ER,REQ-7534,BATCH-23271,2025-12-16,Room Temperature,Passed,Main Warehouse
ISS-001029,LPO-000487,MED-EQU-2424,2025-07-02,Government Agency,REC-6349,Dr. Jason Mendez Jr.,98,289.87,28407.26,Donation,Sea,In Transit,WB-84108,Urgent,ER,REQ-7555,BATCH-73152,2026-05-21,Refrigerated,Pending,Dispatch Center
ISS-001030,LPO-003523,MED-ISS-4120,2025-05-28,Hospital,REC-9782,Emma Fuller,76,184.02,13985.52,Loan,Air,Delivered,WB-45351,,ER,REQ-7685,BATCH-21241,2025-12-03,Frozen,Passed,Satellite Store
ISS-001031,LPO-002358,MED-ISS-5587,2025-08-24,NGO,REC-1323,William Ochoa,60,378.15,22689.0,Donation,Sea,Partially Delivered,WB-10613,Controlled Substance,Laboratory,REQ-1557,BATCH-15542,2026-03-04,Room Temperature,Passed,Dispatch Center
ISS-001032,LPO-005203,MED-ISS-2220,2025-01-26,Clinic,REC-9501,Christopher Robinson,66,265.71,17536.86,Donation,Road,Delivered,WB-75812,Controlled Substance,ER,REQ-3754,BATCH-97766,2025-07-09,Refrigerated,Failed,Satellite Store
ISS-001033,LPO-007074,MED-ISS-8533,2025-08-21,Clinic,REC-5126,Luke Love,53,415.28,22009.84,Return,Courier,In Transit,WB-60578,,Laboratory,REQ-6500,BATCH-99847,2025-11-17,Frozen,Failed,Dispatch Center
ISS-001034,LPO-006505,MED-ISS-6990,2025-09-21,Government Agency,REC-8721,Robert Martin,6,376.12,2256.72,Return,Air,Pending,WB-93758,Urgent,Surgery,REQ-8624,BATCH-23225,2026-04-28,Frozen,Pending,Cold Storage
ISS-001035,LPO-005804,MED-ISS-3194,2025-05-20,Government Agency,REC-1846,Erin Avila,24,134.96,3239.04,Return,Air,Pending,WB-32470,Urgent,Laboratory,REQ-2704,BATCH-52158,2025-06-27,Room Temperature,Conditional,Main Warehouse
ISS-001036,LPO-006110,MED-ISS-9456,2025-03-31,Pharmacy,REC-1985,Christopher Dixon,46,284.45,13084.7,Return,Air,In Transit,WB-51857,,Surgery,REQ-4254,BATCH-59011,2025-06-14,Cold Chain,Passed,Satellite Store
ISS-001037,LPO-005320,MED-ISS-9813,2025-05-31,Hospital,REC-7714,Alan Brown,65,416.0,27040.0,Donation,Air,Pending,WB-28844,Controlled Substance,Maternity,REQ-1056,BATCH-77806,2025-07-14,Cold Chain,Failed,Dispatch Center
ISS-001038,LPO-005927,MED-ISS-5448,2025-10-14,Clinic,REC-4899,Stephen Jackson,68,183.99,12511.32,Return,Road,Partially Delivered,WB-25344,Urgent,Maternity,REQ-6710,BATCH-43775,2026-05-03,Cold Chain,Conditional,Dispatch Center
ISS-001039,LPO-005792,MED-ISS-3175,2025-10-23,NGO,REC-3165,Jennifer Cowan,30,409.28,12278.4,Regular,Road,Delivered,WB-48330,Urgent,Laboratory,REQ-4686,BATCH-51108,2026-06-03,Room Temperature,Pending,Dispatch Center
ISS-001040,LPO-003838,MED-ISS-3920,2025-07-30,NGO,REC-9724,Dana Mccullough,33,63.51,2095.83,Emergency,Sea,Delivered,WB-16501,,OPD,REQ-2409,BATCH-64975,2026-03-19,Refrigerated,Failed,Main Warehouse
ISS-001041,LPO-004895,MED-ISS-2420,2025-02-23,Hospital,REC-9065,Dana Powell DDS,97,294.72,28587.84,Regular,Courier,Delivered,WB-58423,Controlled Substance,OPD,REQ-1786,BATCH-71824,2026-02-23,Room Temperature,Pending,Satellite Store
ISS-001042,LPO-006517,MED-ISS-6064,2025-11-11,Pharmacy,REC-4007,Jerry Wade,23,126.56,2910.88,Return,Air,In Transit,WB-69052,Temperature Sensitive,OPD,REQ-2934,BATCH-42813,2026-01-07,Frozen,Passed,Cold Storage
ISS-001043,LPO-002131,MED-ISS-3202,2025-07-08,Government Agency,REC-7907,Heather Miller,23,181.89,4183.47,Return,Air,In Transit,WB-95379,Fragile,Surgery,REQ-8445,BATCH-47900,2025-09-25,Refrigerated,Passed,Main Warehouse
ISS-001044,LPO-006196,MED-ISS-4560,2025-07-28,NGO,REC-2287,Kari Bolton,52,119.75,6227.0,Return,Road,Partially Delivered,WB-69301,Fragile,OPD,REQ-9486,BATCH-54126,2026-05-17,Room Temperature,Failed,Satellite Store
ISS-001045,LPO-006011,MED-ISS-5608,2025-07-29,Pharmacy,REC-9725,Derek Young,36,171.69,6180.84,Loan,Air,Delivered,WB-25206,Urgent,Maternity,REQ-9193,BATCH-60604,2026-07-20,Frozen,Failed,Satellite Store
ISS-001046,LPO-005803,MED-ISS-5119,2025-10-06,Hospital,REC-9910,Brian Smith,29,319.08,9253.32,Return,Courier,Pending,WB-40663,Temperature Sensitive,Surgery,REQ-6021,BATCH-79692,2026-06-22,Room Temperature,Conditional,Satellite Store
ISS-001047,LPO-000534,MED-ISS-5598,2025-06-15,Government Agency,REC-6167,Kimberly Rojas,84,343.04,28815.36,Emergency,Air,Delivered,WB-83253,Fragile,ER,REQ-8279,BATCH-17122,2026-03-25,Cold Chain,Failed,Satellite Store
ISS-001048,LPO-004011,MED-ISS-6249,2025-03-02,Clinic,REC-5581,Christopher Webb,9,480.97,4328.73,Loan,Air,In Transit,WB-19137,Controlled Substance,Laboratory,REQ-8704,BATCH-17423,2025-10-23,Frozen,Conditional,Cold Storage
ISS-001049,LPO-006352,MED-ISS-7333,2025-12-07,Pharmacy,REC-5600,Michael Michael,67,237.81,15933.27,Regular,Sea,Pending,WB-75596,,Laboratory,REQ-8284,BATCH-25750,2026-02-20,Refrigerated,Conditional,Cold Storage
ISS-001050,LPO-006244,MED-ISS-7519,2025-08-17,Clinic,REC-9613,Joshua Cole,23,103.29,2375.67,Return,Air,In Transit,WB-91908,Temperature Sensitive,Surgery,REQ-7830,BATCH-90793,2026-05-02,Room Temperature,Failed,Satellite Store
ISS-001051,LPO-005681,MED-ISS-7982,2025-09-27,NGO,REC-2546,David Lewis,76,438.23,33305.48,Regular,Road,Partially Delivered,WB-26026,,ER,REQ-1535,BATCH-27798,2026-02-09,Refrigerated,Passed,Cold Storage
ISS-001052,LPO-005259,MED-ISS-9284,2025-07-20,Pharmacy,REC-3956,Brent Anderson,86,9.17,788.62,Return,Courier,Pending,WB-23852,Controlled Substance,Surgery,REQ-8241,BATCH-57227,2026-01-19,Cold Chain,Passed,Cold Storage
ISS-001053,LPO-005935,MED-ISS-7543,2025-11-06,Hospital,REC-4638,Jorge Watson,78,425.22,33167.16,Regular,Road,Pending,WB-36748,Fragile,Surgery,REQ-2141,BATCH-11824,2026-08-08,Refrigerated,Failed,Satellite Store
ISS-001054,LPO-004100,MED-ISS-8035,2025-10-29,Pharmacy,REC-8220,Lisa Burke,100,194.56,19456.0,Donation,Courier,In Transit,WB-85283,Urgent,Maternity,REQ-2612,BATCH-87197,2026-04-03,Cold Chain,Passed,Satellite Store
ISS-001055,LPO-006972,MED-ISS-1320,2025-12-08,Clinic,REC-7691,Michael Curry,8,237.14,1897.12,Regular,Air,In Transit,WB-25019,Controlled Substance,Surgery,REQ-7942,BATCH-87989,2026-06-10,Room Temperature,Pending,Cold Storage
ISS-001056,LPO-001105,MED-ISS-5462,2025-05-04,Clinic,REC-5216,Kyle Larsen,60,175.12,10507.2,Loan,Courier,Partially Delivered,WB-31256,Urgent,Maternity,REQ-4602,BATCH-19737,2026-02-13,Cold Chain,Passed,Dispatch Center
ISS-001057,LPO-006585,MED-ISS-3901,2025-09-15,Government Agency,REC-4704,Kelly Benjamin,97,26.34,2554.98,Donation,Sea,Pending,WB-74291,Temperature Sensitive,Pediatrics,REQ-2662,BATCH-51814,2026-05-11,Room Temperature,Pending,Main Warehouse
ISS-001058,LPO-005768,MED-ISS-2105,2025-12-17,Hospital,REC-3622,James Carroll,76,82.87,6298.12,Return,Courier,Partially Delivered,WB-19623,Controlled Substance,OPD,REQ-3036,BATCH-85204,2026-05-15,Room Temperature,Passed,Main Warehouse
ISS-001059,LPO-000139,MED-ANT-8491,2025-09-16,Clinic,REC-6196,Kaitlyn Moore,59,2.86,168.74,Return,Air,Partially Delivered,WB-33686,Fragile,Laboratory,REQ-9802,BATCH-95499,2026-07-11,Room Temperature,Pending,Main Warehouse
ISS-001060,LPO-006557,MED-ISS-2808,2025-02-17,Hospital,REC-6749,Dr. Michelle Reese,50,85.12,4256.0,Loan,Air,In Transit,WB-95213,Urgent,Maternity,REQ-5994,BATCH-72510,2025-04-26,Cold Chain,Pending,Main Warehouse
ISS-001061,LPO-006991,MED-ISS-1570,2025-11-06,Pharmacy,REC-9007,Gene Ortiz,1,302.64,302.64,Donation,Courier,Delivered,WB-96551,,Laboratory,REQ-8021,BATCH-80162,2026-08-02,Frozen,Conditional,Cold Storage
ISS-001062,LPO-006976,MED-ISS-3942,2025-11-26,Government Agency,REC-8308,Adriana Warren,29,265.93,7711.97,Donation,Road,Delivered,WB-80039,Controlled Substance,ER,REQ-2527,BATCH-41687,2026-10-15,Refrigerated,Conditional,Dispatch Center
ISS-001063,LPO-001503,MED-ISS-6367,2025-12-24,Pharmacy,REC-6160,Danielle Mendez,77,417.46,32144.42,Regular,Courier,Partially Delivered,WB-35775,,Surgery,REQ-8770,BATCH-55503,2026-01-24,Room Temperature,Passed,Satellite Store
ISS-001064,LPO-005111,MED-ISS-2958,2025-10-29,Hospital,REC-4573,Amy Riley,69,6.11,421.59,Return,Courier,In Transit,WB-87835,Urgent,Laboratory,REQ-7798,BATCH-22333,2026-01-09,Frozen,Pending,Dispatch Center
ISS-001065,LPO-006671,MED-ISS-9204,2025-04-25,Clinic,REC-1618,Sarah Blake,43,24.29,1044.47,Return,Air,Pending,WB-79469,Controlled Substance,ER,REQ-8844,BATCH-62726,2025-11-01,Cold Chain,Passed,Main Warehouse
ISS-001066,LPO-005808,MED-ISS-6369,2025-01-24,Clinic,REC-8394,Dr. Stephanie Marshall,93,383.57,35672.01,Return,Courier,In Transit,WB-76061,Fragile,Maternity,REQ-3174,BATCH-30003,2025-10-25,Room Temperature,Pending,Satellite Store
ISS-001067,LPO-006326,MED-ISS-5533,2025-08-14,Hospital,REC-3679,Beth Wilson,68,301.51,20502.68,Loan,Courier,In Transit,WB-31234,Controlled Substance,Maternity,REQ-1964,BATCH-49322,2026-01-08,Refrigerated,Passed,Dispatch Center
ISS-001068,LPO-006994,MED-ISS-1639,2025-06-13,Government Agency,REC-4299,Morgan Jacobs,61,405.92,24761.12,Regular,Sea,Delivered,WB-70592,,Maternity,REQ-7223,BATCH-81660,2026-02-10,Cold Chain,Pending,Dispatch Center
ISS-001069,LPO-006050,MED-ISS-2103,2025-12-12,Pharmacy,REC-1726,Deanna Johnson,48,440.21,21130.08,Regular,Sea,Pending,WB-30859,Fragile,Pediatrics,REQ-3403,BATCH-48218,2026-08-09,Room Temperature,Conditional,Main Warehouse
ISS-001070,LPO-006148,MED-ISS-5998,2025-04-27,Pharmacy,REC-6557,Jill Davis,27,352.67,9522.09,Regular,Sea,Delivered,WB-22602,Urgent,Pediatrics,REQ-7297,BATCH-16456,2025-10-17,Frozen,Conditional,Cold Storage
ISS-001071,LPO-000417,MED-VAC-1489,2025-06-19,Hospital,REC-7836,Sarah Elliott,36,77.63,2794.68,Return,Sea,In Transit,WB-74421,Fragile,Surgery,REQ-3002,BATCH-21425,2026-04-14,Refrigerated,Failed,Cold Storage
ISS-001072,LPO-006808,MED-ISS-5987,2025-02-21,Hospital,REC-4338,David White,56,355.72,19920.32,Regular,Road,Pending,WB-44721,Urgent,ICU,REQ-7744,BATCH-54764,2025-03-30,Refrigerated,Failed,Satellite Store
ISS-001073,LPO-004966,MED-ISS-1790,2025-11-03,Government Agency,REC-8824,Brandi Jones,80,179.67,14373.6,Donation,Road,In Transit,WB-73917,Fragile,Maternity,REQ-7512,BATCH-17021,2026-10-23,Frozen,Pending,Dispatch Center
ISS-001074,LPO-006706,MED-ISS-2544,2025-08-20,Government Agency,REC-2198,John Mendoza,8,386.58,3092.64,Regular,Sea,Delivered,WB-47218,Temperature Sensitive,ER,REQ-6688,BATCH-21970,2026-01-28,Refrigerated,Failed,Cold Storage
ISS-001075,LPO-006018,MED-ISS-2972,2025-03-12,NGO,REC-3963,Tracy Singh,50,54.98,2749.0,Return,Air,In Transit,WB-44905,,Pediatrics,REQ-3531,BATCH-31291,2026-02-09,Room Temperature,Passed,Satellite Store
ISS-001076,LPO-006183,MED-ISS-2642,2025-09-09,Pharmacy,REC-4194,Dustin Blackburn,100,178.96,17896.0,Return,Road,Delivered,WB-32725,Controlled Substance,ICU,REQ-6699,BATCH-12982,2025-10-13,Frozen,Pending,Dispatch Center
ISS-001077,LPO-005466,MED-ISS-3223,2025-08-18,Clinic,REC-9227,Cynthia Whitney,51,323.41,16493.91,Return,Sea,Pending,WB-62077,,Surgery,REQ-4119,BATCH-95480,2025-11-08,Frozen,Passed,Dispatch Center
ISS-001078,LPO-006669,MED-ISS-4931,2025-06-26,NGO,REC-3317,Ian Fritz,91,87.97,8005.27,Return,Sea,Delivered,WB-91869,Fragile,Surgery,REQ-1382,BATCH-77526,2025-10-23,Refrigerated,Pending,Main Warehouse
ISS-001079,LPO-006488,MED-ISS-1376,2025-05-10,Hospital,REC-9023,Michael Medina,64,59.48,3806.72,Loan,Road,Pending,WB-50434,Temperature Sensitive,ICU,REQ-9295,BATCH-89577,2025-08-23,Room Temperature,Failed,Dispatch Center
ISS-001080,LPO-006904,MED-ISS-2646,2025-09-04,NGO,REC-6306,Edgar Riley,97,40.02,3881.94,Donation,Sea,Partially Delivered,WB-61377,Fragile,OPD,REQ-2598,BATCH-93943,2026-06-29,Frozen,Conditional,Cold Storage
ISS-001081,LPO-006568,MED-ISS-4271,2025-06-23,NGO,REC-9274,Paul Hodge,46,362.58,16678.68,Regular,Sea,Pending,WB-99181,Controlled Substance,ER,REQ-7185,BATCH-86059,2026-01-01,Cold Chain,Pending,Cold Storage
ISS-001082,LPO-001186,MED-ISS-3107,2025-01-02,NGO,REC-7589,Angela Moore,67,491.14,32906.38,Return,Air,Pending,WB-27657,,ER,REQ-3729,BATCH-47393,2025-06-07,Cold Chain,Passed,Dispatch Center
ISS-001083,LPO-001941,MED-ISS-3651,2025-06-03,NGO,REC-6525,Joshua White,99,253.86,25132.14,Regular,Courier,Pending,WB-16733,Fragile,ICU,REQ-5619,BATCH-71149,2026-02-24,Room Temperature,Pending,Satellite Store
ISS-001084,LPO-005650,MED-ISS-5779,2025-11-14,Government Agency,REC-9538,Felicia Randolph,89,271.53,24166.17,Return,Air,Pending,WB-26138,Temperature Sensitive,ICU,REQ-5215,BATCH-46747,2026-01-29,Refrigerated,Conditional,Cold Storage
ISS-001085,LPO-002243,MED-ISS-4283,2025-09-30,Government Agency,REC-3412,Stephanie Romero,75,96.71,7253.25,Loan,Courier,In Transit,WB-48367,Temperature Sensitive,OPD,REQ-2215,BATCH-40110,2025-12-24,Room Temperature,Failed,Satellite Store
ISS-001086,LPO-005578,MED-ISS-4283,2025-07-24,NGO,REC-3562,Andrea Smith,92,202.93,18669.56,Return,Courier,Pending,WB-64411,Controlled Substance,OPD,REQ-9328,BATCH-22188,2025-09-22,Frozen,Conditional,Cold Storage
ISS-001087,LPO-005061,MED-ISS-8545,2025-02-02,Pharmacy,REC-6647,Christopher Coleman,85,298.18,25345.3,Regular,Road,Partially Delivered,WB-89084,Urgent,Surgery,REQ-7156,BATCH-94671,2025-12-10,Cold Chain,Failed,Cold Storage
ISS-001088,LPO-004946,MED-ISS-4907,2025-11-07,Pharmacy,REC-3914,Monica Williams,41,59.25,2429.25,Regular,Road,Delivered,WB-98174,Temperature Sensitive,Pediatrics,REQ-6114,BATCH-56815,2026-06-16,Refrigerated,Failed,Main Warehouse
ISS-001089,LPO-004954,MED-ISS-2907,2025-11-04,Clinic,REC-7861,Tara Horne,21,470.88,9888.48,Regular,Air,Delivered,WB-68019,Temperature Sensitive,Maternity,REQ-2883,BATCH-26670,2026-01-17,Refrigerated,Pending,Cold Storage
ISS-001090,LPO-001618,MED-ISS-6657,2025-05-04,NGO,REC-3713,Alexander Ward,77,456.98,35187.46,Emergency,Air,Delivered,WB-12146,Fragile,ICU,REQ-9649,BATCH-79097,2025-12-28,Refrigerated,Pending,Main Warehouse
ISS-001091,LPO-005002,MED-ISS-6770,2025-11-13,Hospital,REC-2212,Jose Mccullough,41,406.39,16661.99,Loan,Air,Partially Delivered,WB-98845,Urgent,Pediatrics,REQ-3932,BATCH-90203,2026-06-16,Frozen,Pending,Cold Storage
ISS-001092,LPO-002045,MED-ISS-3091,2025-10-18,NGO,REC-3007,Regina Brown,3,10.84,32.52,Regular,Courier,Delivered,WB-55279,Controlled Substance,Maternity,REQ-5426,BATCH-75818,2026-03-16,Refrigerated,Pending,Main Warehouse
ISS-001093,LPO-005711,MED-ISS-2998,2025-11-08,Clinic,REC-4138,Jessica Watson,87,31.26,2719.62,Return,Courier,Partially Delivered,WB-48303,Fragile,Laboratory,REQ-7449,BATCH-31970,2026-09-04,Room Temperature,Conditional,Cold Storage
ISS-001094,LPO-001931,MED-ISS-4437,2025-09-08,Hospital,REC-1295,Chris Atkins,36,362.05,13033.8,Emergency,Air,Pending,WB-19397,Fragile,OPD,REQ-6000,BATCH-30372,2026-05-29,Cold Chain,Conditional,Main Warehouse
ISS-001095,LPO-002220,MED-ISS-6094,2025-01-24,NGO,REC-8522,Kimberly Gutierrez,65,287.09,18660.85,Return,Courier,Pending,WB-90951,Controlled Substance,ICU,REQ-5373,BATCH-93523,2025-08-04,Refrigerated,Conditional,Cold Storage
ISS-001096,LPO-006215,MED-ISS-9675,2025-07-23,Clinic,REC-9660,Amanda Miller,71,340.27,24159.17,Donation,Air,Partially Delivered,WB-37789,Controlled Substance,Laboratory,REQ-2313,BATCH-11225,2025-11-11,Cold Chain,Conditional,Dispatch Center
ISS-001097,LPO-000636,MED-ISS-6807,2025-11-25,Government Agency,REC-9876,April Edwards,61,266.59,16261.99,Return,Courier,In Transit,WB-53209,Fragile,ER,REQ-3745,BATCH-66822,2026-09-24,Cold Chain,Conditional,Main Warehouse
ISS-001098,LPO-002273,MED-ISS-9500,2025-08-16,Clinic,REC-4358,Wanda Beard,40,58.25,2330.0,Donation,Air,Partially Delivered,WB-57898,Urgent,ICU,REQ-2617,BATCH-48416,2026-06-28,Frozen,Conditional,Dispatch Center
ISS-001099,LPO-006799,MED-ISS-5619,2025-02-10,NGO,REC-1794,Mary Anderson,49,312.09,15292.41,Return,Air,Delivered,WB-67199,Fragile,Laboratory,REQ-9218,BATCH-88207,2026-02-08,Refrigerated,Passed,Satellite Store
ISS-001100,LPO-006276,MED-ISS-6950,2025-02-20,NGO,REC-6338,Tammy Cline,98,276.89,27135.22,Emergency,Air,Pending,WB-42498,Temperature Sensitive,Maternity,REQ-2518,BATCH-42286,2025-11-08,Cold Chain,Conditional,Satellite Store
ISS-001101,LPO-006319,MED-ISS-1616,2025-11-28,Clinic,REC-6645,Jennifer Lee,78,433.26,33794.28,Return,Road,In Transit,WB-69507,Fragile,ER,REQ-8462,BATCH-25604,2026-10-25,Room Temperature,Failed,Dispatch Center
ISS-001102,LPO-003150,MED-ISS-7212,2025-08-18,Pharmacy,REC-3062,Christine Sanchez,7,126.27,883.89,Loan,Sea,In Transit,WB-31343,Urgent,ER,REQ-1063,BATCH-86495,2026-07-16,Cold Chain,Passed,Satellite Store
ISS-001103,LPO-001354,MED-ISS-8442,2025-03-06,Clinic,REC-8249,Chelsea Huff,22,147.4,3242.8,Donation,Air,Delivered,WB-20680,Urgent,ICU,REQ-2070,BATCH-20951,2025-11-11,Frozen,Conditional,Cold Storage
ISS-001104,LPO-005561,MED-ISS-9063,2025-07-23,Hospital,REC-7884,Jessica Hernandez,98,458.61,44943.78,Emergency,Air,In Transit,WB-20197,Controlled Substance,ER,REQ-4635,BATCH-12102,2025-10-05,Refrigerated,Conditional,Main Warehouse
ISS-001105,LPO-005223,MED-ISS-6961,2025-08-11,NGO,REC-6094,William Sanchez,13,47.63,619.19,Emergency,Air,Delivered,WB-65621,,Surgery,REQ-5618,BATCH-98909,2026-01-20,Frozen,Conditional,Main Warehouse
ISS-001106,LPO-005614,MED-ISS-8720,2025-08-08,NGO,REC-8821,Melissa Sutton,18,39.11,703.98,Return,Sea,Partially Delivered,WB-17470,,Pediatrics,REQ-6189,BATCH-22457,2026-02-21,Refrigerated,Conditional,Main Warehouse
ISS-001107,LPO-003769,MED-ISS-7730,2025-09-14,Pharmacy,REC-8473,Barbara Jacobs,74,339.93,25154.82,Emergency,Courier,In Transit,WB-25696,Urgent,OPD,REQ-6410,BATCH-37494,2026-08-23,Refrigerated,Passed,Main Warehouse
ISS-001108,LPO-002745,MED-ISS-7012,2025-04-23,NGO,REC-7962,Alejandra Shaw,2,415.6,831.2,Loan,Road,Delivered,WB-95357,,ICU,REQ-4876,BATCH-74732,2025-09-03,Frozen,Pending,Cold Storage
ISS-001109,LPO-003871,MED-ISS-8751,2025-03-27,NGO,REC-6071,Richard Santiago,34,382.29,12997.86,Emergency,Sea,Pending,WB-68270,Temperature Sensitive,Maternity,REQ-4910,BATCH-45580,2025-05-04,Cold Chain,Conditional,Satellite Store
ISS-001110,LPO-006580,MED-ISS-3069,2025-11-22,Hospital,REC-8521,Jeremy Doyle DDS,94,210.67,19802.98,Donation,Courier,Delivered,WB-95969,Fragile,Surgery,REQ-6059,BATCH-55393,2026-06-03,Room Temperature,Pending,Dispatch Center
ISS-001111,LPO-005925,MED-ISS-4724,2025-10-28,Hospital,REC-8169,Diana Anderson,35,27.05,946.75,Donation,Sea,Pending,WB-93384,Temperature Sensitive,Surgery,REQ-1597,BATCH-43940,2026-06-11,Refrigerated,Conditional,Cold Storage
ISS-001112,LPO-006646,MED-ISS-2266,2025-03-17,Clinic,REC-6395,Jonathan Kennedy,59,333.17,19657.03,Loan,Courier,In Transit,WB-99381,Urgent,ICU,REQ-6565,BATCH-60717,2025-05-30,Frozen,Failed,Cold Storage
ISS-001113,LPO-003297,MED-ISS-3776,2025-05-30,Government Agency,REC-1410,Jill Espinoza,35,395.47,13841.45,Return,Air,Pending,WB-28717,Temperature Sensitive,OPD,REQ-7974,BATCH-18374,2025-12-25,Cold Chain,Passed,Satellite Store
ISS-001114,LPO-005426,MED-ISS-8853,2025-12-25,NGO,REC-5878,Barbara Lee,8,231.54,1852.32,Regular,Air,Pending,WB-90947,Fragile,ICU,REQ-5990,BATCH-88561,2026-08-08,Room Temperature,Failed,Cold Storage
ISS-001115,LPO-005154,MED-ISS-3930,2025-04-10,Government Agency,REC-8856,Joseph Phillips,90,422.37,38013.3,Return,Air,Partially Delivered,WB-93230,Fragile,ER,REQ-9530,BATCH-44813,2025-11-08,Room Temperature,Passed,Satellite Store
ISS-001116,LPO-001363,MED-ISS-2073,2025-01-21,Clinic,REC-6544,Christopher Salinas,16,471.6,7545.6,Emergency,Road,In Transit,WB-39780,Fragile,Pediatrics,REQ-4627,BATCH-18421,2025-10-14,Room Temperature,Passed,Dispatch Center
ISS-001117,LPO-005934,MED-ISS-2758,2025-03-10,Government Agency,REC-3827,Lori Cortez,72,83.06,5980.32,Loan,Courier,Partially Delivered,WB-88344,,Pediatrics,REQ-3345,BATCH-35359,2025-12-04,Room Temperature,Conditional,Main Warehouse
